meal_id,meal_name,meal_category,notes_list,notes_list_90,is_vegetarian,is_vegan,is_omnivorous,dietary_type
13664999,"Falafelbällchen (A, A1) in Tomatensoße, dazu Broccoliröschen und Bulgur mit Dörrobst (A, A1, L)",Angebot 2,Menü ist vegan;mit Konservierungsstoff (2);mit Antioxydationsmittel (3);geschwefelt (5);Glutenhaltiges Getreide (A);Weizen (A1);Sulfit/Schwefeldioxid (L),Menü ist vegan;mit Antioxydationsmittel (3);Glutenhaltiges Getreide (A);Weizen (A1);mit Konservierungsstoff (2),True,True,False,vegan
13375964,Wurstgulasch,Pastateller,glutenhaltiges Getreide;Weizen;Sellerie;Senf;Milch/ Milchzucker;Veganes Gericht;Konservierungsstoff;Antioxidationsmittel;Phosphat,Konservierungsstoff;Antioxidationsmittel;Phosphat;Veganes Gericht;Milch/ Milchzucker;Sellerie;Senf;glutenhaltiges Getreide;Weizen,True,True,False,vegan
466356,"Königsberger Klopse mit Kapernsoße , Salzkartoffeln und Rote Beete Salat",Tagesgericht,Ei/-erzeugnisse;mit Schwein;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Senf/-erzeugnisse;Süßungsmittel,Süßungsmittel;Milch/-erzeugnisse;Soja/-erzeugnisse;Senf/-erzeugnisse;Glutenhaltiges;mit Schwein;Ei/-erzeugnisse,False,False,True,omnivorous
1991093,oder Falafel,WOK-Pfanne Premium,Schwein;Geflügel;Lamm;Rind;Veganes Gericht;mit Farbstoff;mit Konservierungsstoff;mit Antioxidationsmitteln;geschwefelt;geschwärzt;glutenhaltiges Getreide;Krebstiere;Eier;Milch/ Milchzucker;Soja;Sellerie;Schalenfrüchte/ Nüsse;Sesam;Sulfit/ Schwefeldioxid;Weichtiere,geschwefelt;Rind;Schwein;Geflügel;mit Konservierungsstoff;mit Farbstoff;geschwärzt;Veganes Gericht;Lamm;Milch/ Milchzucker;Soja;Sellerie;glutenhaltiges Getreide;Eier;mit Antioxidationsmitteln;Sulfit/ Schwefeldioxid;Sesam;Schalenfrüchte/ Nüsse,True,True,False,vegan
12580648,Tagliatelle mit Auberginen und schwarzen Oliven,Hauptgericht,Sellerie;Weizen;geschwärzt;hauseigene Nudelmanufaktur;vegan,vegan;geschwärzt;Sellerie;Weizen,True,True,False,vegan
305174,"Pasta ""Martigiana"" mit Speck und Tomaten mit Penne und Parmesan",Pasta-Bar pro 100g,Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Antioxidationsmittel,Antioxidationsmittel;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein,False,False,True,omnivorous
4897686,"Schlemmerfilet ""Bordelaise""",Essen B,Fisch;Weizen,Fisch;Weizen,False,False,True,omnivorous
1507136,Ein gebratenes Schollenfilet Finkenwerder Art,Essen,,,False,False,True,omnivorous
15050710,"Vegane Frikadelle mit Paprikagemüse, dazu Grillkartoffeln",Abendangebot,Vegan,Vegan,True,True,False,vegan
939853,Seelachsfilet mit Broccoli - Käsefüllung,Auswahlessen 2,Fisch,Fisch,False,False,True,omnivorous
4347139,Frische Rahmschwammerl,Tagesgericht 3,Glutenhaltiges Getreide;Weizen;Knoblauch;Milch und Laktose,Glutenhaltiges Getreide;Knoblauch;Weizen;Milch und Laktose,False,False,True,omnivorous
2126515,"Gemüselasagne mit Zucchini, Auberginen, Karotten, Tomaten und Paprika, dazu Basilikumsoße",Angebote,Menü ist vegetarisch,Menü ist vegetarisch,True,False,False,vegetarian
4016196,Esterhazygulasch vom Rind,Aktionsessen 4,Rindfleisch;Glutenhaltiges Getreide;Gerste;Weizen;Knoblauch;Milch und Laktose;Sellerie;Geprüfte Qualität Bayern,Glutenhaltiges Getreide;Rindfleisch;Sellerie;Knoblauch;Weizen;Gerste;Milch und Laktose;Geprüfte Qualität Bayern,False,False,True,omnivorous
372930,Pfefferhacksteak  dazu Kaisergemüse  und Kräuterpasta oder Bratkartoffeln,Angebot 3,mit Rindfleisch,mit Rindfleisch,False,False,True,omnivorous
1461758,Vollkornspirelli,Pasta-Teller,,,False,False,True,omnivorous
517633,Eine Bratwurstschnecke,Essen,,,False,False,True,omnivorous
2310688,Eine Scheibe Fleischkäse,Aktionsstand,,,False,False,True,omnivorous
14697575,"Hausgemachte Pasta, Linsenbolognese",FRIENDS,vegan;KlimaTeller,vegan;KlimaTeller,True,True,False,vegan
1579616,"Mediterraner Crepe , mit Gemüsefüllung , Tomaten-Basilikumsoße",Vegetarisch,Klima Teller;Ei/-erzeugnisse;Sellerie/-erzeugnisse;Milch/-erzeugnisse;vegetarisch;Glutenhaltiges,vegetarisch;Milch/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Klima Teller;Ei/-erzeugnisse,True,False,False,vegetarian
2246757,Frühlingsrolle mit Hähnchenfleisch,Tagesmenü,"mit Geflügel;mit süßsaurer Soße Es können 3 Wahlbeilagen gewählt werden: Curryreis, Penne Rigate, Pariser Karotten, Wokgemüse, Beilagensalate, Götterspeise, Pfirsich-Dickmilch, Vanillepudding oder Eis",mit Geflügel,False,False,True,omnivorous
3195662,Schlesischer Hefering mit Vanillesauce,Aktionen,gelb (Ampel);vegetarisch;Milch und Milchprodukte (inkl. Laktose);Hefe;Weizen,vegetarisch;Milch und Milchprodukte (inkl. Laktose);Weizen;Hefe;gelb (Ampel),True,False,False,vegetarian
1562913,Auf der Haut gebratenes Lachsforellenfilet,Essen,,,False,False,True,omnivorous
4326590,Gelbes Thaicurry mit buntem Gemüse & Sojaschnetzel,WOK,oder Hähnchenfleisch;mit Konservierungsstoff;glutenhaltiges Getreide;Soja;Sellerie;Veganes Gericht,mit Konservierungsstoff;Veganes Gericht;Soja;Sellerie;glutenhaltiges Getreide,True,True,False,vegan
1113483,Schupfnudel-Gemüsepfanne,Vegetarisch,Fleischlos,Fleischlos,True,False,False,vegetarian
500646,Grünes WOK-Gemüse mit Schweinefleisch oder Tofu,WOK 2 Aktion,Schwein;Geflügel;Lamm;Rind;Veganes Gericht;Fisch;Farbstoff;Konservierungsstoff;Antioxydationsmittel;Geschmacksverstärker;geschwärzt;mit Phosphat,Farbstoff;Konservierungsstoff;Geschmacksverstärker;Rind;Schwein;Fisch;Geflügel;mit Phosphat;Antioxydationsmittel;geschwärzt;Veganes Gericht;Lamm,True,True,False,vegan
2710213,gebratener Reis mit Hühnerfleisch und Asiagemüse ,Geflügel,mit Weizen;mit Soja,mit Weizen;mit Soja,False,False,True,omnivorous
3648985,Hausgemachtes Schnitzel vom Schweinerücken nach Wiener Art Pommes frites und Salat,Aktionen,gelb (Ampel);Schweinefleisch bzw. mit Gelatine vom Schwein;Weizen;Eier;Sellerie;Hefe;Senf,Sellerie;Senf;Eier;Weizen;Schweinefleisch bzw. mit Gelatine vom Schwein;Hefe;gelb (Ampel),False,False,True,omnivorous
2744223,Paprikarahmgulasch vom Schwein,Auswahlessen 2,Schwein,Schwein,False,False,True,omnivorous
4891219,"Hähnchenbrust, natur, Andalusische Sauce",Essen I,geschwärzt,geschwärzt,False,False,True,omnivorous
1611341,Schweinerückensteak mit Mischpilzen überbacken,Hauptkomponenten,,,False,False,True,omnivorous
1695792,Hamburger Schnitzel (mit Setzei),Hauptkomponenten,,,False,False,True,omnivorous
4385727,Grillgemüse im Fladenbrot mit veganem Kräuter-Dip,Angebote,vegan,vegan,True,True,False,vegan
4133190,Eine vegetarische Frühlingsrolle an Koriander-Chili-Dip,Essen,rot (Ampel);vegetarisch;Antioxidationsmittel;Süßungsmittel;Weizen;Eier;Sellerie;Soja;Sesam,Antioxidationsmittel;Süßungsmittel;vegetarisch;Soja;Sellerie;Eier;Sesam;Weizen;rot (Ampel),True,False,False,vegetarian
1119258,Schupfnudeln mit Rahmsauerkraut,Essen,,,False,False,True,omnivorous
3703178,"Geflügelragout süß-sauer mit Bambussprossen, roter Paprika und Ananas",Essen,gelb (Ampel);konserviert;Soja;Schwefeldioxid und Sulfide,Soja;Schwefeldioxid und Sulfide;konserviert;gelb (Ampel),False,False,True,omnivorous
2329220,Putenbrustgeschnetzeltes mit Karotten-Orangensoße,Geflügel,Gericht enthält undefinierte Chemikalien:G.,,False,False,True,omnivorous
2092503,"2 Stück Hähnchenschnitzel ""Wiener Art""",Auswahlessen 1,Gefluegel,Gefluegel,False,False,True,omnivorous
2775765,Hähnchen- Filet- Spieß mit Reis,Hauptgerichte,mit Antioxidationsmittel;Milch und Milchprodukte;Sellerie;Geflügel,Geflügel;mit Antioxidationsmittel;Sellerie;Milch und Milchprodukte,False,False,True,omnivorous
2579285,Fünf Cevapcici vom Rind,Essen,,,False,False,True,omnivorous
3507183,"Seelachs im Backteig, Zitronen-Butter-Soße , Erbsen, Kartoffel-Kräuter-Püree",Essen 3,Fisch;Senf;mit Antioxidationsmittel;Milch,Fisch;mit Antioxidationsmittel;Senf;Milch,False,False,True,omnivorous
13480483,Bohnen-Kartoffelcurry,Essen 3,mit Naan Brot;Vegan,Vegan,True,True,False,vegan
2001108,Pizza Champignons-Lachs,Essen 7,,,False,False,True,omnivorous
1870185,Braumeistersteak (mit Schinken und Käse gefüllt),Hauptkomponenten,,,False,False,True,omnivorous
1129022,Fleischspieß mit Paprikasoße,Essen B,Schweinefleisch,Schweinefleisch,False,False,True,omnivorous
749331,"Schweineschnitzel oder Möhrenschnitzel, dazu Champignon-Lauchgemüse  oder Erbsen-Mais-Gemüse mit Kartoffelkroketten",Abendangebot,Menü enthält Schweinefleisch,Menü enthält Schweinefleisch,False,False,True,omnivorous
2279185,Reis mit asiatischem Gemüse und Koriander,Tagesgericht 1,veganes Gericht;vegan;mit Konservierungsstoff,vegan;mit Konservierungsstoff;veganes Gericht,True,True,False,vegan
1060468,Geflügelleber in Rotweinsoße,Hauptkomponenten,,,False,False,True,omnivorous
4514137,"Penne mit Brokkoli in Rahm ,dazu Salat und Dessert",Tagesgericht,Ohne Fleisch;Kinderteller;Gluten aus Weizen & Erzeugnisse;mit Farbstoff;Soja & Erzeugnisse;Milch & Erzeugnisse;Senf & Erzeugnisse,mit Farbstoff;Gluten aus Weizen & Erzeugnisse;Milch & Erzeugnisse;Soja & Erzeugnisse;Ohne Fleisch;Senf & Erzeugnisse;Kinderteller,True,False,False,vegetarian
902724,Currywurst mit Pommes frites,Hauptgerichte,Schwein;mit Konservierungsstoff;mit Antioxidationsmittel;mit Geschmacksverstärker;mit Phosphat;mit Farbstoff,Schwein;mit Phosphat;mit Konservierungsstoff;mit Antioxidationsmittel;mit Geschmacksverstärker;mit Farbstoff,False,False,True,omnivorous
3516213,"Kibbelinge im Backteig, Tatarensauce",Essen I,Milch und Milcherzeugnisse / enthält Laktose;mit Milcheiweiß;Fisch und Fischerzeugnisse;Senf und Senferzeugnisse;mit Süßungsmittel;Weizen;Mit Konservierungsmittel;Eier und Eierzeugnisse,Senf und Senferzeugnisse;Fisch und Fischerzeugnisse;mit Süßungsmittel;mit Milcheiweiß;Eier und Eierzeugnisse;Weizen;Milch und Milcherzeugnisse / enthält Laktose,False,False,True,omnivorous
4434333,"Sonnenweizen mit frischer Zucchini, Paprika, und Karotten",Essen,grün (Ampel);vegan;Klimaessen;Weizen,vegan;Weizen;Klimaessen;grün (Ampel),True,True,False,vegan
906620,Schwäbische Spätzle mit Champignonsauce(2)(3),Angebot 1,ovo-lacto-vegetabil,ovo-lacto-vegetabil,True,False,False,vegetarian
4726826,"Köttbullar (Fleischbällchen) mit Rahmsauce und Spirelli-Nudeln, Salatbeilage",Tagesgericht 1,"Schwein;Rind;Enthält Allergene: Weizen, Milch",Rind;Schwein,False,False,True,omnivorous
3990695,"Mediterrane Frikadelle, Créme-fraîche-Sauce",Wahlmenü (Komponente mit Fleisch),Rindfleisch;Eier und Eiererzeugnisse;Milch und Milcherzeugnisse;mit Knoblauch,Milch und Milcherzeugnisse;Eier und Eiererzeugnisse;mit Knoblauch;Rindfleisch,False,False,True,omnivorous
8741840,"Hausgemachte Pasta, Linsenbolognese",FRIENDS,ohne Fleisch;vegan;Natürlich frisch;KlimaTeller,vegan;ohne Fleisch;Natürlich frisch;KlimaTeller,True,True,False,vegan
10640103,Amerikanischer Krautsalat vegan,QUEERBEET,vegan,vegan,True,True,False,vegan
3719652,Deftige Grillhaxe mit Schwarzbiersauce,Hauptessen,,,False,False,True,omnivorous
8191288,"Steckrüben- Kartoffel- Karotten- Gratin, Rucolaquark",Mittagessen,Ei;Mi,Ei,False,False,True,omnivorous
2770632,"Käsetortellini  (19,15,20a), Spinatsauce",Essen II,Milch und Milcherzeugnisse / enthält Laktose;mit Milcheiweiß;fleischlos (enthält tierische Erzeugnisse),mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose;fleischlos (enthält tierische Erzeugnisse),True,False,False,vegetarian
2481483,"Vanillegrießbrei mit Zimt, Zucker und Schattenmorellen",Essen,,,False,False,True,omnivorous
2430710,"Grünkohl, Bregenwurst, Senf, Salzkartoffeln",Tellergericht,Schweinefleisch;Konservierungsstoff;Antioxidationsmittel;Phosphat;Nitritpökelsalz;Glutenhaltiges Getreide;Senf und Senferzeugnisse,Glutenhaltiges Getreide;Konservierungsstoff;Schweinefleisch;Senf und Senferzeugnisse;Antioxidationsmittel;Nitritpökelsalz;Phosphat,False,False,True,omnivorous
5255721,"Country-Pfanne, Falaffel, Paprika Kartoffelspalten Paprika-Maissoße",Mittagessen,Weizen;Sellerie,Sellerie;Weizen,False,False,True,omnivorous
10251122,"Hausgemachte Dinkelpasta, Linsenbolognese",FRIENDS,ohne Fleisch;vegan;KlimaTeller,vegan;ohne Fleisch;KlimaTeller,True,True,False,vegan
2920588,"Schneller Teller: Hähnchenragout mit Erbsen und Möhren in Rahm, dazu Wildreis",Auswahlessen 1,Gefluegel,Gefluegel,False,False,True,omnivorous
1506984,Hackfleischragout vom Rind und saurer Sahne,Aktionsstand,,,False,False,True,omnivorous
4302418,Pastavariation nach Angebot,Pastateller,glutenhaltiges Getreide;Soja;Sellerie;Milch/ Milchzucker;Senf;Eier;Veganes Gericht;mit Konservierungsstoff,mit Konservierungsstoff;Veganes Gericht;Milch/ Milchzucker;Soja;Sellerie;Senf;glutenhaltiges Getreide;Eier,True,True,False,vegan
192751,Schinkennudeln mit Käsesoße,Gut und günstig,Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Antioxidationsmittel,Antioxidationsmittel;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein,False,False,True,omnivorous
4651026,"Puten-Pfannen-Gyros, Zaziki",Essen I,Milch und Milcherzeugnisse / enthält Laktose;mit Milcheiweiß;mit Säurungsmittel,mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose;mit Säurungsmittel,False,False,True,omnivorous
4164049,Schweine Cordon Bleu mit Twister,Hauptgerichte,mit Farbstoff;mit Konservierungsstoff;mit Antioxidationsmittel;mit Phosphat;Gluten;Weizen;Milch und Milchprodukte;Schweinefleisch,Schweinefleisch;mit Phosphat;mit Konservierungsstoff;mit Antioxidationsmittel;mit Farbstoff;Gluten;Milch und Milchprodukte;Weizen,False,False,True,omnivorous
