meal_id,meal_name,notes_list,meal_category,date_correct,canteen_name,canteen_address,meal_super_category,notes_count,notes_list_90,notes_count_90
9286507,Vegetarisch gefüllte Zucchini mit Mozzarella überbacken an Tomaten-Paprika-Sauce,gelb (Ampel);vegetarisch;konserviert;Antioxidationsmittel;Farbstoff;Milch und Milchprodukte (inkl. Laktose);Schwefeldioxid und Sulfide,Essen,2022-01-18,Mensa FU II Otto-von-Simson-Straße,"Otto-von-Simson-Straße 26, 14195 Berlin",main_dish,7,Farbstoff;Antioxidationsmittel;vegetarisch;Milch und Milchprodukte (inkl. Laktose);Schwefeldioxid und Sulfide;konserviert;gelb (Ampel),7
3782629,Krautschupfnudeln,Ei;Weizen,Hauptgericht,2018-11-19,"Stuttgart Vaihingen, Mensa 2","Stuttgart Vaihingen, Mensa 2 Pfaffenwaldring 45 70569 Stuttgart",main_dish,2,Weizen;Ei,2
4890276,Tomatensoße mit Basilikum,glutenhaltiges Getreide;Sellerie;Senf;Milch/ Milchzucker;Veganes Gericht;mit Farbstoff;mit Konservierungsstoff;mit Antioxidationsmitteln,Pastateller,2020-02-03,"Leipzig, Mensa Liebigstraße","Liebigstraße 25, 04103 Leipzig",main_dish,8,mit Konservierungsstoff;mit Farbstoff;Veganes Gericht;Milch/ Milchzucker;Sellerie;Senf;glutenhaltiges Getreide;mit Antioxidationsmitteln,8
4125099,"Ofenkartoffel, Kräuterdip, gemischter Salat",ohne Fleisch;Milch und Milcherzeugnisse,Menü,2019-04-16,Hannover Hauptmensa Marktstand,"Callinstraße 23, 30167 Hannover",main_dish,2,ohne Fleisch;Milch und Milcherzeugnisse,2
340386,Pasta Frutti di mare mit Meeresfrüchten und Tomatensoße Fusilli,Klima Teller;Sellerie/-erzeugnisse;mit Fisch;Krebstier(e)/-erzeugnisse;Soja/-erzeugnisse;Fisch/-erzeugnisse;Geschmacksverstärker;Glutenhaltiges,Pasta-Bar pro 100g,2013-01-30,"Hamburg, Mensa Campus","Von-Melle-Park 5, 20146 Hamburg",main_dish,8,mit Fisch;Geschmacksverstärker;Soja/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Fisch/-erzeugnisse;Klima Teller,7
1897559,Pasta Ratatouille,mit Antioxidationsmittel;Gluten;Milch und Milchprodukte;vegetarisch,Hauptgerichte,2016-04-18,Mensa UNI Passau,"Innstraße 29, 94032 Passau, Germany",main_dish,4,vegetarisch;mit Antioxidationsmittel;Gluten;Milch und Milchprodukte,4
3581249,Tagessuppe Chili sin carne mit Soja,,Hauptessen,2018-08-17,Harzmensa,"Harz 41, 06108 Halle",main_dish,0,,0
4996208,Gegrillte Hähnchenkeule Ratatouillegemüse Rosmarinkartoffeln,Geflügel;Sellerie,Gut und günstig,2020-03-18,"Ulm, Hochschule Ulm Mensa","Hochschule Ulm, Prittwitzstraße, 89075 Ulm",main_dish,2,Geflügel;Sellerie,2
2760068,Currywurst,Schwein,Auswahlessen 1,2017-08-08,"Würzburg, Mensa am Hubland","Am Hubland 16I, 97074 Würzburg",main_dish,1,Schwein,1
2607916,"Hacksteak vom Schwein und Rind mit Frischkäsefüllung (a,c,g) Pikanter Chili-Mayonnaise Dip (3,a,c,g,j), Spätzle (a,c), Salzkartoffeln, Gurkensalat, Kaisergemüse, Tagesdessert Apfel",,Menü II,2017-05-16,"Göttingen, Mensa Italia","Roedererstrasse 15a, Göttingen",main_dish,0,,0
1324720,Gebratener Lachs auf Kartoffel-Spargel-Ragout,"enthält Gluten,;enthält Milch,;enthält Sellerie,;enthält Fische,",Empfehlung des Tages,2015-05-13,"Aachen, Gastro Goethe","Goethestr. 3, 52064 Aachen",main_dish,4,,0
2663612,"Eine Bratwurstvariante, Currysaucenauswahl, Currygewürze, Pommes frites",Bitte beachten Sie die Auszeichnung am Produkt,Grill,2017-06-09,Mensa Kamp-Lintfort,"Friedrich-Heinrich-Allee 25, 47475 Kamp-Lintfort",main_dish,1,Bitte beachten Sie die Auszeichnung am Produkt,1
462076,Spinat-Sahnesoße,Fisch;Farbstoff;geschwärzt;Geschmacksverstärker,Pastateller,2013-07-16,"Leipzig, Mensa Am Elsterbecken","Marschnerstraße 29c, 04109 Leipzig",main_dish,4,Farbstoff;Geschmacksverstärker;Fisch;geschwärzt,4
679549,Gänsekeule mit Apfelrotkohl und Salzkartoffeln,mit Schwein;Milch/-erzeugnisse;Geschwefelt;Geschmacksverstärker;Antioxidationsmittel;mit Geflügel,Campus Spezial,2013-12-11,"Hamburg, Mensa City Nord","Hebebrandstraße 1, 22297 Hamburg",main_dish,6,Antioxidationsmittel;Geschmacksverstärker;Milch/-erzeugnisse;mit Geflügel;mit Schwein;Geschwefelt,6
1576880,"Hähnchenkeule mit Thymian und Honig dazu Orangenjus, Buttermöhren und Röstitaler",,Angebote,2015-10-20,"Dresden, Mensologie","Blasewitzer Str. 84, 01307 Dresden, Deutschland",main_dish,0,,0
11833454,Bolognese aus Tofu,Konservierungsstoff;Antioxidationsmittel;Phosphat;glutenhaltiges Getreide;Sellerie;Senf;Weizen;Soja;Milch/ Milchzucker;Schwein;Veganes Gericht;Klimateller,Pastateller,2022-09-07,"Leipzig, Mensa am Park","Universitätsstraße 5, 04109 Leipzig",main_dish,12,Konservierungsstoff;Antioxidationsmittel;Phosphat;Schwein;Veganes Gericht;Milch/ Milchzucker;Soja;Sellerie;Senf;glutenhaltiges Getreide;Weizen;Klimateller,12
1684278,"Hähnchengyros in Metaxasoße mit Hirtenkäse überbacken, dazu Fladenbrot und Salat",Menü enthält Alkohol,Angebote,2016-01-06,"Dresden, Mensa Johannstadt","Marschnerstraße 38, 01307 Dresden",main_dish,1,Menü enthält Alkohol,1
10978261,"Hacksteak griechische Art mit Frischkäsefüllung, Kräuterrahmsauce",Eier und Eierzeugnisse;Milch und Milcherzeugnisse / enthält Laktose;Weizen;mit Milcheiweiß;Soja und Sojaerzeugnisse;mit Rindfleisch,Essen I,2022-05-16,"Mensa Sommerdeich, Kleve","Sommerdeich 16, 47533 Kleve",main_dish,6,Soja und Sojaerzeugnisse;mit Rindfleisch;mit Milcheiweiß;Eier und Eierzeugnisse;Weizen;Milch und Milcherzeugnisse / enthält Laktose,6
723428,Würziger Kichererbseneintopf,,Essen,2014-02-03,Mensa HU Nord,"Hannoversche Straße 7, 10115 Berlin",main_dish,0,,0
4541278,"Überbackenes Schweinerückensteak mit Kräuterchampignons, Tomatenreis",Schweinefleisch;Natürlich frisch;mit Knoblauch;Milch und Milcherzeugnisse,Menü,2019-10-01,Hannover Hauptmensa Marktstand,"Callinstraße 23, 30167 Hannover",main_dish,4,Natürlich frisch;Milch und Milcherzeugnisse;mit Knoblauch;Schweinefleisch,4
13478979,Ratatouillepfanne | Penne Rigate | Rucola,Gluten;Weizen;vegan;OLV,Vegetarisch,2023-01-12,"Aachen, Mensa Bayernallee","Bayernallee 9, 52066 Aachen",main_dish,4,vegan;Gluten;Weizen;OLV,4
14064307,"Feuerkartoffeln  mit Knoblauch Dip (3,F,J)",3) mit Antioxidationsmittel;F) enthält Soja*;J) enthält Senf*;vegan,Speisenangebot,2023-02-14,Mensa Aasee,"Bismarckallee 11, 48151 Münster",main_dish,4,vegan;J) enthält Senf*;F) enthält Soja*,3
4171794,Gemüseauflauf,mit einer Beilage nach Wahl;vegetarisch,Essen 3,2019-04-30,Mensa Casino,"Grüneburgplatz 1, 60323 Frankfurt am Main, Germany",main_dish,2,vegetarisch;mit einer Beilage nach Wahl,2
2812141,"Rahmgulasch vom Schwein mit Pilzen , Semmelklöße",Milch/-erzeugnisse;Glutenhaltiges;Ei/-erzeugnisse;mit Schwein;Antioxidationsmittel,Beliebt und gerne gegessen,2017-09-22,"Hamburg, Mensa Botanischer Garten","Ohnhorstraße 18, 22609 Hamburg",main_dish,5,Antioxidationsmittel;Milch/-erzeugnisse;Glutenhaltiges;mit Schwein;Ei/-erzeugnisse,5
719500,Verschiedene Gemüse des Marktes mit Sauce Hollandaise,,Menü vegetarisch,2014-01-31,"Marburg, Mensa Erlenring","Erlenring, 35037 Marburg",main_dish,0,,0
299797,Eine Bratwurst,,Essen,2012-12-06,Mensa FU Lankwitz Malteserstraße,"Malteser Straße 74, 12249 Berlin",main_dish,0,,0
4826135,Hamburger Aktion,Milch und Laktose;Schwefeldioxid SO2 und Sulfite;Sellerie;Senf;Sesam;Soja;Weizen;mit Antioxidationsmitteln;mit Farbstoffen;mit Süßungsmitteln,Hauptgericht,2020-01-09,"Stuttgart Vaihingen, Mensa 2","Stuttgart Vaihingen, Mensa 2 Pfaffenwaldring 45 70569 Stuttgart",main_dish,10,mit Süßungsmitteln;Soja;Sellerie;Senf;mit Antioxidationsmitteln;Sesam;Weizen;Milch und Laktose;mit Farbstoffen;Schwefeldioxid SO2 und Sulfite,10
3175254,"Chili con carne - Mexikanischer Bohneneintopf mit Rindfleisch, Mais und Tomaten",grün (Ampel);Antioxidationsmittel;mit zum Teil fein zerkleinertem Fleischanteil,Essen,2018-04-06,Mensa HfM Charlottenstraße,"Charlottenstraße 55, 10117 Berlin",main_dish,3,Antioxidationsmittel;grün (Ampel),2
2431488,Truthahn-Steckrübeneintopf,mit Bauernbrot (A),Essen 4,2017-02-06,Cafeteria HfG,"Schlossstr. 31, 63065 Offenbach, Germany",main_dish,1,,0
3873309,Kartoffel-Pilz-Pfanne mit Chicoree,grün (Ampel);vegan;Klimaessen;Antioxidationsmittel;Soja,Essen,2019-01-17,Mensa HTW Wilhelminenhof,"Wilhelminenhofstraße 75 A, Gebäude G, 12459 Berlin",main_dish,5,vegan;Antioxidationsmittel;Soja;Klimaessen;grün (Ampel),5
7817705,"Hausgemachte Gnocchi, Hähnchen-Paprika-Ragout, wahlweise mit geriebenen Hartkäse",enthält Geflügelfleisch;Natürlich frisch;Milch und Milcherzeugnisse,Tellergericht,2021-06-23,Mensa PZH,"An der Universität 2, 30823 Garbsen",main_dish,3,Natürlich frisch;Milch und Milcherzeugnisse;enthält Geflügelfleisch,3
4974649,Juradistl-Currywurst mit Pommes Frites,mit Farbstoff;mit Konservierungsstoff;mit Antioxidationsmittel;mit Geschmacksverstärker;mit Phosphat;enthält Sulfite;Gluten;Weizen;Sellerie;Senf;Schweinefleisch;Rindfleisch;Juradistl,Hauptgerichte,2020-03-11,Mensa UNI Passau,"Innstraße 29, 94032 Passau, Germany",main_dish,13,Rindfleisch;Schweinefleisch;mit Phosphat;mit Konservierungsstoff;mit Antioxidationsmittel;mit Geschmacksverstärker;mit Farbstoff;Sellerie;Senf;Gluten;enthält Sulfite;Weizen,12
2722606,Rindfleischstreifen mit Pilzrahmsauce,Milch,Klassiker,2017-07-12,"Aachen, Mensa Academica","Pontwall 3, 52062 Aachen, Germany",main_dish,1,Milch,1
3567994,"Boeuf ""Stroganoff"" mit Champignons und saurer Sahne dazu Kartoffelröstecken und Garnitur",mit Süßungsmittel;chininhaltig;Senf;mit Knoblauch;Rind,Essen 4,2018-08-08,"Chemnitz, Reichenhainer Straße, Mensa","Reichenhainer Straße 55, 09126 Chemnitz",main_dish,5,mit Knoblauch;Rind;mit Süßungsmittel;Senf,4
2932553,Hähnchenspieß  | Mediterrane Paprika-Zucchini-Sauce,Sojabohnen;Gluten;Antioxidationsmittel;geschwärzt;Weizen,Klassiker,2017-11-23,"Aachen, Mensa EUPS","Eupener Str. 70, 52066 Aachen",main_dish,5,Antioxidationsmittel;geschwärzt;Gluten;Weizen;Sojabohnen,5
3840226,Schneller Teller: Veganes Soja - Gemüsegeschnetzeltes mit Penne Rigate und Tomaten - Gurkensalat,mit Antioxidationsmittel;geschwefelt;glutenhaltiges Getreide;Soja;Senf;Schwefeldioxid und Sulfite;Weizen;Knoblauch;Vegan,Vital - Essen,2018-12-10,"Bamberg, Mensa Feldkirchenstraße","Feldkirchenstraße 21, 96052 Bamberg",main_dish,9,geschwefelt;mit Antioxidationsmittel;Vegan;Schwefeldioxid und Sulfite;Soja;Senf;glutenhaltiges Getreide;Knoblauch;Weizen,9
2737706,"Broccolinuggets (25a,c,28,30,31,33) mit Joghurtdip (31), dazu zwei Beilagen der Wahl (Veg)",,Vegetarisch,2017-07-13,"Konstanz, HTWG","Brauneggerstraße 55, 78462 Konstanz",main_dish,0,,0
6694122,"Hähnchenbruststeak mit Kokos-Curry-Soße, Zuckerschoten und Jasminreis",enthält Milch- und Milchzucker;enthält Weizen;Geflügel;Knoblauch,Mittag Ausgabe D,2021-03-05,Mensa Ehrenberg,"Max-Planck-Ring + 1, 98693 + Ilmenau, Deutschland",main_dish,4,Geflügel;Knoblauch;enthält Weizen;enthält Milch- und Milchzucker,4
3472678,Süßkartoffelpfanne mit Kürbiskernen und Pesto Rosso ,mit Mandeln,Vegan,2018-07-11,Cafeteria Ingolstadt,"Esplanade 10, 85049 Ingolstadt, Germany",main_dish,1,,0
2920516,Fleischkäse auf Gemüseschmarrn mit Kräuterquark,Menü enthält Schweinefleisch;Menü enthält Rindfleisch;Menü enthält Knoblauch,Angebote,2017-11-20,"Dresden, BioMensa U-Boot","George-Bähr-Straße/Hettnerstraße 3, 01069 Dresden",main_dish,3,Menü enthält Schweinefleisch;Menü enthält Rindfleisch;Menü enthält Knoblauch,3
708278,"Pasta ""Don Pepe"" mit Räucherlachs und Spinat in Sahnesoße",Klima Teller;Sellerie/-erzeugnisse;mit Fisch;Milch/-erzeugnisse;Soja/-erzeugnisse;Fisch/-erzeugnisse;Glutenhaltiges,Pasta-Bar pro 100g,2014-01-22,"Hamburg, Mensa Philosophenturm","Von-Melle-Park 6, 20146 Hamburg",main_dish,7,mit Fisch;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Fisch/-erzeugnisse;Klima Teller,7
15867498,"Buntes Salatschälchen vom Büfett, Preis je 100g",,Hauptessen,2023-07-06,Weinbergmensa,"Wolfgang-Langenbeck-Str. 3, 06120 Halle (Saale)",main_dish,0,,0
1041105,Omelett mit Spargelfüllung,,Hauptkomponenten,2014-12-20,"Leipzig, Mensa Am Elsterbecken","Marschnerstraße 29c, 04109 Leipzig",main_dish,0,,0
11943038,Fischpflanzer mit Kartoffelsalat,mit Antioxidationsmittel;Fisch;Weizen;Senf;mit Süssungsmittel Saccharin;Eier;Milch und Milchprodukte,Hauptgerichte,2022-09-16,Mensa OTH Regensburg,"Seybothstraße, 93006 Regensburg, Germany",main_dish,7,Fisch;mit Antioxidationsmittel;Senf;Eier;Milch und Milchprodukte;mit Süssungsmittel Saccharin;Weizen,7
11835457,Rote-Linsen-Köfte mit Bulgur und Kartoffeln auf Eisbergsalat an ofenfrischem Fladenbrotgarniert mit Granatapfelsirup und Chili,"ohne deklarationspflichtige Zusatzstoffe;Allergene: Sesam, Weizen",Vegan,2022-08-22,Cafeteria Zur Rosen,"Johannisstraße 13, 07743 Jena",main_dish,2,ohne deklarationspflichtige Zusatzstoffe,1
7868265,Germknödel mit Pflaumenmusfüllung und Sauce mit Vanillegeschmack,Milch (Laktose);Eier;Vegetarisch;Weizen;Farbstoff,Essen 3,2021-08-05,Mensa Campus,"Scharnhorststrasse 1, 21335 Lüneburg",main_dish,5,Farbstoff;Vegetarisch;Eier;Weizen;Milch (Laktose),5
6952207,"Paniertes Putenschnitzel, Romanescogemüse, Spätzle",enthält Hühnerei;enthält Milch- und Milchzucker;enthält Weizen;Geflügel,Mittag Ausgabe B,2021-04-06,Mensa Nordhäuser Straße,"Nordhäuser Straße + 63, 99089 + Erfurt, Deutschland",main_dish,4,Geflügel;enthält Weizen;enthält Milch- und Milchzucker;enthält Hühnerei,4
4801882,Pizza Funghi,Gluten;Weizen;Gerste;Sojabohnen;Milch;OLV,Pizza Classics,2020-01-08,"Aachen, Mensa Academica","Pontwall 3, 52062 Aachen, Germany",main_dish,6,Milch;Gluten;Weizen;Gerste;OLV;Sojabohnen,6
2518378,Kartoffelrösti mit Sauerrahmdip,fleischloses Gericht;mit Farbstoff;Milch und Laktose;Senf,Tagesgericht 2,2017-04-03,Mensaria Großhadern,"Butenandtstr. 13, München ",main_dish,4,mit Farbstoff;fleischloses Gericht;Senf;Milch und Laktose,4
14984457,Basmatireis mit Ragout von roten Linsen,mit Farbstoff;mit Antioxidationsmittel;glutenhaltiges Getreide;Sellerie;Senf;Schwefeldioxid und Sulfite;Weizen;Knoblauch;Vegan,Vital - Essen,2023-04-24,Mensa Aschaffenburg,"Würzburger Straße 45, 63743 Aschaffenburg",main_dish,9,mit Antioxidationsmittel;mit Farbstoff;Vegan;Schwefeldioxid und Sulfite;Sellerie;Senf;glutenhaltiges Getreide;Knoblauch;Weizen,9
314420,"Mexikanisches Kartoffelgericht mit Chili-Dip, dazu bunter Salat mit Mangodressing",vegan,Alternativ-Angebot,2013-01-08,Mensa Friedrich-Ebert-Str.,"Friedrich-Ebert-Str. 4, 14467 Potsdam",main_dish,1,vegan,1
2416987,Buttermilchplinsen mit Apfelmus,Menü ist vegetarisch,Angebote,2017-02-10,"Dresden, Mensa Stimm-Gabel","Wettiner Platz 13, 01067 Dresden",main_dish,1,Menü ist vegetarisch,1
3131212,Orientalische Linsen-Birnen-Kürbissuppe,,Hauptessen,2018-03-01,Harzmensa,"Harz 41, 06108 Halle",main_dish,0,,0
1025887,"Balkan Reisfleisch mit Gemüse, Rind und Schweinefleisch",Ei/-erzeugnisse;Sellerie/-erzeugnisse;mit Rind;mit Schwein;Milch/-erzeugnisse;Geschwefelt;Glutenhaltiges;Antioxidationsmittel;Senf/-erzeugnisse,Gut und günstig,2014-10-10,"Hamburg, Mensa Studierendenhaus","Von-Melle-Park 2, 20146 Hamburg ",main_dish,9,Antioxidationsmittel;Milch/-erzeugnisse;Senf/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;mit Schwein;Geschwefelt;Ei/-erzeugnisse;mit Rind,9
905477,Welsfilet in Caipirinha - Soße,Fisch,Auswahlessen 1,2014-07-11,"Würzburg, Mensa am Hubland","Am Hubland 16I, 97074 Würzburg",main_dish,1,Fisch,1
1159738,"Piccata Milanese , Tomatensoße",Ei/-erzeugnisse;mit Schwein;Milch/-erzeugnisse;Glutenhaltiges;Geschmacksverstärker,Campus Spezial,2015-01-20,"Hamburg, Mensa Bergedorf","Lohbrügger Kirchstraße 65, 21033 Hamburg",main_dish,5,Geschmacksverstärker;Milch/-erzeugnisse;Glutenhaltiges;mit Schwein;Ei/-erzeugnisse,5
4375705,Currywurst mit Pommes Frites,mit Konservierungsstoff;mit Antioxidationsmittel;mit Phosphat;enthält Sulfite;Gluten;Weizen;Sellerie;Senf;Schweinefleisch;Rindfleisch,Hauptgerichte,2019-07-17,Mensa TH Deggendorf,"Edlmairstraße 6-8, 94469 Deggendorf, Germany",main_dish,10,Rindfleisch;Schweinefleisch;mit Phosphat;mit Konservierungsstoff;mit Antioxidationsmittel;Sellerie;Senf;Gluten;enthält Sulfite;Weizen,10
1659845,Waldpilze in Kerbelrahm mit zwei Semmelknödel,,Essen,2015-12-09,Mensa FU Lankwitz Malteserstraße,"Malteser Straße 74, 12249 Berlin",main_dish,0,,0
4465222,"Gyros-Suppe mit Käse und Gemüse ,dazu ein Brötchen und Dessert",Mit Geflügel;Kinderteller;mit Konservierungsstoffen;mit Farbstoff;Gluten aus Weizen & Erzeugnisse;Milch & Erzeugnisse;Sellerie & Erzeugnisse;Soja & Erzeugnisse;Gluten aus Gerste & Erzeugnisse,Tagesgericht,2019-08-22,Hauptmensa TU Dortmund,"Vogelpothsweg 85, 44227 Dortmund",main_dish,9,mit Farbstoff;mit Konservierungsstoffen;Mit Geflügel;Gluten aus Weizen & Erzeugnisse;Milch & Erzeugnisse;Soja & Erzeugnisse;Sellerie & Erzeugnisse;Gluten aus Gerste & Erzeugnisse;Kinderteller,9
2758217,"Cannelloni mit Ricotta-Spinat-Füllung  (19,31,15,20a), Gemüse-Béchamel-Sauce",Sellerie und Sellerieerzeugnisse;fleischlos (enthält tierische Erzeugnisse);mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose,Essen II,2017-08-03,"Mensa Universitätsstraße, Düsseldorf","Universitätsstraße 1, 40225 Düsseldorf",main_dish,4,Sellerie und Sellerieerzeugnisse;mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose;fleischlos (enthält tierische Erzeugnisse),4
11820003,"Hähnchenschnitzel, paniert, Tomaten-Paprika-Salsa",Weizen;Gerste,Essen I,2022-08-18,Mensa Campus Derendorf,"Münsterstraße 156, 40476 Düsseldorf",main_dish,2,Weizen;Gerste,2
599796,"Gekochte Eier mit Senfsauce, dazu Kartoffelpüree(3)",ovo-lacto-vegetabil,Angebot 1,2013-10-10,Mensa Friedrich-Ebert-Str.,"Friedrich-Ebert-Str. 4, 14467 Potsdam",main_dish,1,ovo-lacto-vegetabil,1
2696896,"Hähnchenkeule Texicana , Mexikanische Salsa , Pommes Frites",Geschmacksverstärker;Glutenhaltiges;mit Geflügel;Milch/-erzeugnisse;Süßungsmittel;Sellerie/-erzeugnisse;Klima Teller,Beliebt und gerne gegessen,2017-06-28,"Hamburg, Mensa Campus","Von-Melle-Park 5, 20146 Hamburg",main_dish,7,Geschmacksverstärker;Süßungsmittel;Milch/-erzeugnisse;mit Geflügel;Glutenhaltiges;Sellerie/-erzeugnisse;Klima Teller,7
1288420,Farfalle,,Pasta-Teller,2015-05-12,"Leipzig, Mensa Am Elsterbecken","Marschnerstraße 29c, 04109 Leipzig",main_dish,0,,0
14486920,Pasta mit Spinat-Sojasahnesauce,"Klimateller;Sellerie und Sellerieerzeugnisse;Soja und Sojaerzeugnisse;Vegan;enthält keine laktosehaltigen Lebensmittel;glutenhaltiges Getreide und daraus hergestellte Erzeugnisse (z. B. Weizen, Roggen, Gerste etc.)",Pastabar,2023-03-07,"Hamburg, Mensa Finkenau 🆕","Finkenau 35, 22081 Hamburg",main_dish,6,"Soja und Sojaerzeugnisse;Sellerie und Sellerieerzeugnisse;Vegan;enthält keine laktosehaltigen Lebensmittel;Klimateller;glutenhaltiges Getreide und daraus hergestellte Erzeugnisse (z. B. Weizen, Roggen, Gerste etc.)",6
2008491,Gebackener Tofu mit Gemüse,"mit Mienudeln (A, J)",Essen 5,2016-06-09,Mensa Anbau Casino,"Grüneburgplatz 1, 60323 Frankfurt am Main, Germany",main_dish,1,,0
